No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
101,2023-01-11,Wednesday,1,Q1,2023,Shift 2 (19:00-07:00),Workshop,SPV-009,Fueling,First Aid,0,1,0,0,0,0,0,31,321.3,Berawan,Peralatan Rusak,Revisi Prosedur,Belum Dimulai,Worksh-Blok04,
102,2024-10-14,Monday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-018,Loading,Near Miss,1,0,0,0,0,0,0,23,3600,Cerah,Peralatan Rusak,Briefing Safety,Selesai,Pit-B-Blok01,Sudah dilaporkan ke HSE Manager
103,2024-13-01,Wednesday,6,Q2,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-016,Survei,First Aid,0,1,0,0,0,0,0,33,365.7,Berawan,Desain/Engineering,Investigasi Lanjut,Overdue,Pit-A-Blok05,Sudah dilaporkan ke HSE Manager
104,2024-03-31,Sunday,3,Q1,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-019,Pumping,Property Damage,0,0,0,0,0,0,1,11,130.3,Cerah,Peralatan Rusak,Perbaikan Alat,Selesai,ROM (R-Blok05,
105,2022-06-30,Thursday,6,Q2,2022,Shift 2 (19:00-07:00),Workshop,SPV-009,Maintenance,Near Miss,1,0,0,0,0,0,0,14,154.7,Cerah,Prosedur Tidak Diikuti,Revisi Prosedur,Belum Dimulai,Worksh-Blok04,Menunggu spare part
106,2022-06-29,Wednesday,6,Q2,2022,Shift 2 (19:00-07:00),Drainase,SPV-002,Dozing,First Aid,0,1,0,0,0,0,0,26,290.2,Berawan,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Draina-Blok03,Menunggu spare part
107,2022-12-08,Thursday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-017,Pengawasan,Near Miss,1,0,0,0,0,0,0,43,501.6,Berawan,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Pit-B-Blok04,Sudah dilaporkan ke HSE Manager
108,2024-03-11,Monday,3,Q1,2024,Shift 1 (07:00-19:00),Workshop,SPV-001,Dozing,First Aid,0,1,0,0,0,0,0,36,405.8,Cerah,Kondisi Cuaca Buruk,Pelatihan Ulang,Dalam Proses,Worksh-Blok01,Sudah dilaporkan ke HSE Manager
109,2024-09-25,Wednesday,9,Q3,2024,Shift 1 (07:00-19:00),Office Area,SPV-007,Pengawasan,Environmental Spill,0,0,0,0,0,0,0,42,540.2,Berawan,Komunikasi Buruk,Penggantian APD,Belum Dimulai,Office-Blok05,Sudah dilaporkan ke HSE Manager
110,2024-05-07,Tuesday,5,Q2,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-018,Maintenance,Property Damage,0,0,0,0,0,0,1,38,444.6,Hujan Ringan,Kelelahan Pekerja,Perbaikan Alat,Selesai,Pit-A-Blok02,
111,2023-01-12,Thursday,1,Q1,2023,Shift 1 (07:00-19:00),Drainase,SPV-011,Blasting,Medical Treatment,0,0,1,0,0,0,0,41,493.5,Cerah,Housekeeping Buruk,Revisi Prosedur,Dalam Proses,Draina-Blok05,
112,2023-09-27,Wednesday,9,Q3,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-008,Dozing,Near Miss,1,0,0,0,0,0,0,37,410.1,Hujan Ringan,Komunikasi Buruk,Perbaikan Alat,Overdue,ROM (R-Blok05,Sudah dilaporkan ke HSE Manager
113,2022-02-02,Wednesday,2,Q1,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-006,Hauling,Medical Treatment,0,0,1,0,0,0,0,20,225.8,Cerah,Kelelahan Pekerja,Penggantian APD,Selesai,ROM (R-Blok01,
114,2022-04-10,Sunday,4,Q2,2022,Shift 2 (19:00-07:00),Office Area,SPV-014,Hauling,Near Miss,1,0,0,0,0,0,0,24,236.3,Cerah,Kondisi Cuaca Buruk,Revisi Prosedur,Dalam Proses,Office-Blok03,Menunggu spare part
115,2024-01-20,Saturday,1,Q1,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-010,Blasting,Medical Treatment,0,0,1,0,0,0,0,26,293.2,Hujan Ringan,Peralatan Rusak,Perbaikan Desain,Overdue,ROM (R-Blok05,
116,2022-01-21,Friday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-005,Fueling,Property Damage,0,0,0,0,0,0,1,12,141.4,Berawan,Komunikasi Buruk,Perbaikan Alat,Dalam Proses,Pit-C-Blok05,Menunggu spare part
117,2022-01-26,Wednesday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-008,Administrasi,Property Damage,0,0,0,0,0,0,1,20,222.3,Cerah,Desain/Engineering,Revisi Prosedur,Overdue,Pit-A-Blok03,
118,2023-01-10,Tuesday,1,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-013,Hauling,Medical Treatment,0,0,1,0,0,0,0,39,413.2,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,ROM (R-Blok02,
119,2023-08-05,Saturday,8,Q3,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-005,Pumping,Near Miss,1,0,0,0,0,0,0,42,531.9,Cerah,Faktor Eksternal,Briefing Safety,Belum Dimulai,ROM (R-Blok03,Menunggu spare part
120,2024-09-22,Sunday,9,Q3,2024,Shift 1 (07:00-19:00),Workshop,SPV-005,Fueling,Near Miss,1,0,0,0,0,0,0,27,272.4,Berawan,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Worksh-Blok05,
121,2024-12-08,Sunday,12,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-015,Blasting,First Aid,0,1,0,0,0,0,0,36,379.7,Cerah,Peralatan Rusak,Investigasi Lanjut,Dalam Proses,Pit-A-Blok04,Investigasi selesai
122,2022-02-03,Thursday,2,Q1,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-005,Drilling,Near Miss,1,0,0,0,0,0,0,10,110.5,Cerah,Kelelahan Pekerja,Briefing Safety,Dalam Proses,ROM (R-Blok02,
123,2022-05-13,Friday,5,Q2,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-004,Loading,First Aid,0,1,0,0,0,0,0,14,173.5,Cerah,Desain/Engineering,Perbaikan Alat,Dalam Proses,Pit-A-Blok03,Sudah dilaporkan ke HSE Manager
124,2024-04-11,Thursday,4,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Fueling,Medical Treatment,0,0,1,0,0,0,0,22,247.3,Berkabut,Kelelahan Pekerja,Perbaikan Desain,Dalam Proses,Pit-B-Blok05,
125,2023-08-16,Wednesday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-003,Pengawasan,Lost Time Injury,0,0,0,1,0,11,0,43,446.9,Berkabut,Housekeeping Buruk,Revisi Prosedur,Selesai,Pit-C-Blok02,Sudah dilaporkan ke HSE Manager
126,2024-08-14,Wednesday,8,Q3,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-014,Administrasi,First Aid,0,1,0,0,0,0,0,28,328.8,Berkabut,Desain/Engineering,Perbaikan Desain,Selesai,ROM (R-Blok02,Menunggu spare part
127,2024-01-04,Thursday,1,Q1,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-004,Survei,Medical Treatment,0,0,1,0,0,0,0,23,3600,Cerah,Human Error,Revisi Prosedur,Selesai,Pit-B-Blok05,
128,2023-09-01,Friday,9,Q3,2023,Shift 1 (07:00-19:00),Workshop,SPV-018,Drilling,First Aid,0,1,0,0,0,0,0,39,418.8,Cerah,Desain/Engineering,Investigasi Lanjut,Selesai,Worksh-Blok02,Sudah dilaporkan ke HSE Manager
129,2023-04-03,Monday,4,Q2,2023,Shift 1 (07:00-19:00),Stockpile,SPV-008,Survei,First Aid,0,1,0,0,0,0,0,13,168.2,Berawan,Housekeeping Buruk,Perbaikan Desain,Belum Dimulai,Stockp-Blok01,Perlu tindak lanjut
130,2023-01-09,Monday,1,Q1,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-012,Grading,First Aid,0,1,0,0,0,0,0,21,236.2,Cerah,Desain/Engineering,Penggantian APD,Dalam Proses,Pit-C-Blok02,Sudah dilaporkan ke HSE Manager
131,2023-08-24,Thursday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-014,Survei,Near Miss,1,0,0,0,0,0,0,24,289.6,Cerah,Alat Pelindung Diri Tidak Sesuai,Briefing Safety,Belum Dimulai,Pit-B-Blok02,
132,2022-09-30,Friday,9,Q3,2022,Shift 1 (07:00-19:00),wrkshop,SPV-018,Administrasi,Near Miss,1,0,0,0,0,0,0,35,421.2,Hujan Lebat,Human Error,Briefing Safety,Selesai,Stockp-Blok05,Sudah dilaporkan ke HSE Manager
133,2022-02-24,Thursday,2,Q1,2022,Shift 2 (19:00-07:00),Office Area,SPV-001,Drilling,Near Miss,1,0,0,0,0,0,0,31,371.1,Berawan,Komunikasi Buruk,Investigasi Lanjut,Overdue,Office-Blok05,
134,2023-08-20,Sunday,8,Q3,2023,Shift 2 (19:00-07:00),Stockpile,SPV-003,Loading,Medical Treatment,0,0,1,0,0,0,0,27,309.7,Berawan,Komunikasi Buruk,Pelatihan Ulang,Selesai,Stockp-Blok01,Menunggu spare part
135,2024-11-19,Tuesday,11,Q4,2024,Shift 2 (19:00-07:00),Stockpile,SPV-015,Dozing,First Aid,0,1,0,0,0,0,0,41,454.2,Hujan Lebat,Faktor Eksternal,Briefing Safety,Dalam Proses,Stockp-Blok04,
136,2022-11-05,Saturday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),,Dozing,Near Miss,1,0,0,0,0,0,0,14,138.7,Cerah,Desain/Engineering,Investigasi Lanjut,Overdue,Pit-C-Blok02,
137,2024-12-15,Sunday,12,Q4,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-015,Administrasi,Lost Time Injury,0,0,0,1,0,10,0,8,86.8,Berawan,Kondisi Cuaca Buruk,Investigasi Lanjut,Dalam Proses,Pit-B-Blok05,Sudah dilaporkan ke HSE Manager
138,2023-03-23,Thursday,3,Q1,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-003,Drilling,Medical Treatment,0,0,1,0,0,0,0,29,314.5,Cerah,Peralatan Rusak,Revisi Prosedur,Dalam Proses,Pit-B-Blok05,
139,2024-02-05,Monday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-004,Pumping,Medical Treatment,0,0,1,0,0,0,0,28,304.7,Hujan Lebat,Housekeeping Buruk,Briefing Safety,Selesai,Pit-C-Blok02,Menunggu spare part
140,2024-01-09,Tuesday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-007,Maintenance,Medical Treatment,0,0,1,0,0,0,0,37,421.4,Hujan Lebat,Desain/Engineering,Briefing Safety,Selesai,Pit-C-Blok04,Menunggu spare part
141,2022-03-02,Wednesday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Grading,Near Miss,1,0,0,0,0,0,0,26,286.7,Berawan,Desain/Engineering,Investigasi Lanjut,Selesai,Pit-B-Blok01,
142,2023-05-27,Saturday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-001,Administrasi,First Aid,0,1,0,0,0,0,0,17,176.3,Hujan Ringan,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Pit-A-Blok03,
143,2023-04-27,Thursday,4,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-016,Fueling,Medical Treatment,0,0,1,0,0,0,0,21,265,Cerah,Human Error,Investigasi Lanjut,Dalam Proses,Pit-B-Blok01,Perlu tindak lanjut
144,2024-07-10,Wednesday,7,Q3,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-013,Drilling,First Aid,0,1,0,0,0,0,0,35,416.9,Cerah,Human Error,Investigasi Lanjut,Selesai,ROM (R-Blok01,Investigasi selesai
145,2024-12-11,Wednesday,12,Q4,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-010,Administrasi,First Aid,0,1,0,0,0,0,0,23,258.6,Cerah,Peralatan Rusak,Perbaikan Desain,Belum Dimulai,Pit-C-Blok04,Menunggu spare part
146,2022-12-26,Monday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-014,Survei,Near Miss,1,0,0,0,0,0,0,30,391.3,Berkabut,Housekeeping Buruk,Penggantian APD,Dalam Proses,Pit-C-Blok04,Sudah dilaporkan ke HSE Manager
147,N/A,Thursday,3,Q1,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-017,Fueling,Near Miss,1,0,0,0,0,0,0,45,459.6,Cerah,Desain/Engineering,Penggantian APD,Dalam Proses,Pit-B-Blok04,
148,2024-01-03,Wednesday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-020,Administrasi,Near Miss,1,0,0,0,0,0,0,43,514.3,Hujan Ringan,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-A-Blok02,Sudah dilaporkan ke HSE Manager
149,2023-06-14,Wednesday,6,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-020,Grading,Lost Time Injury,0,0,0,1,0,13,0,27,335.9,Berkabut,Peralatan Rusak,Penggantian APD,Dalam Proses,Pit-A-Blok01,
150,2022-03-24,Thursday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-005,Pumping,Near Miss,1,0,0,0,0,0,0,20,247.7,Hujan Ringan,Desain/Engineering,Revisi Prosedur,Dalam Proses,Pit-A-Blok02,Investigasi selesai
151,2023-12-30,Saturday,12,Q4,2023,Shift 2 (19:00-07:00),Drainase,SPV-008,Dozing,First Aid,0,1,0,0,0,0,0,41,529.2,Cerah,Peralatan Rusak,Revisi Prosedur,Belum Dimulai,Draina-Blok01,
152,2022-07-11,Monday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-006,Grading,Medical Treatment,0,0,1,0,0,0,0,30,334.8,Berawan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Selesai,Pit-C-Blok02,
153,2024-04-16,Tuesday,4,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-008,Pumping,Environmental Spill,0,0,0,0,0,0,0,44,3600,Berawan,Desain/Engineering,Investigasi Lanjut,Dalam Proses,Office-Blok05,Perlu tindak lanjut
154,2024-05-04,Saturday,5,Q2,2024,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-009,Fueling,Near Miss,1,0,0,0,0,0,0,44,563.5,Berawan,Faktor Eksternal,Perbaikan Desain,Selesai,ROM (R-Blok04,
155,2022-08-07,Sunday,8,Q3,2022,Shift 1 (07:00-19:00),Stockpile,SPV-016,Hauling,Medical Treatment,0,0,1,0,0,0,0,9,118,Cerah,Desain/Engineering,Briefing Safety,Dalam Proses,Stockp-Blok04,Investigasi selesai
156,2024-06-07,Friday,6,Q2,2024,Shift 2 (19:00-07:00),Workshop,SPV-019,Fueling,Lost Time Injury,0,0,0,1,0,2,0,28,343.2,Hujan Ringan,Peralatan Rusak,Revisi Prosedur,Selesai,Worksh-Blok04,
157,2024-07-30,Tuesday,7,Q3,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-016,Administrasi,Environmental Spill,0,0,0,0,0,0,0,39,410.6,Berawan,Desain/Engineering,Investigasi Lanjut,Selesai,Pit-C-Blok04,
158,2023-03-29,Wednesday,3,Q1,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-010,Dozing,Near Miss,1,0,0,0,0,0,0,23,226.4,Berawan,Kelelahan Pekerja,Revisi Prosedur,Selesai,ROM (R-Blok03,Menunggu spare part
159,2022-01-30,Sunday,1,Q1,2022,Shift 2 (19:00-07:00),Stockpile,SPV-007,Grading,First Aid,0,1,0,0,0,0,0,11,134.3,Berawan,Housekeeping Buruk,Perbaikan Alat,Selesai,Stockp-Blok04,
160,2022-11-27,Sunday,11,Q4,2022,Shift 1 (07:00-19:00),Workshop,SPV-018,Pumping,Near Miss,1,0,0,0,0,0,0,30,329,Cerah,Komunikasi Buruk,Perbaikan Alat,Overdue,Worksh-Blok04,
161,2023-12-22,Friday,12,Q4,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-007,Fueling,Near Miss,1,0,0,0,0,0,0,37,405.5,Hujan Lebat,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,ROM (R-Blok04,
162,2023-05-11,Thursday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Maintenance,Near Miss,1,0,0,0,0,0,0,22,258.2,Berkabut,Desain/Engineering,Penggantian APD,Dalam Proses,Pit-B-Blok05,
163,2023-11-02,Thursday,11,Q4,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-012,Blasting,Near Miss,1,0,0,0,0,0,0,36,352.5,Berawan,Human Error,Pelatihan Ulang,Belum Dimulai,Pit-A-Blok02,
164,2023-05-15,Monday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-018,Grading,Near Miss,1,0,0,0,0,0,0,12,125.9,Hujan Ringan,Desain/Engineering,Perbaikan Desain,Selesai,Pit-A-Blok01,
165,2024-02-13,Tuesday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-002,Fueling,First Aid,0,1,0,0,0,0,0,29,332.7,Berawan,Faktor Eksternal,Briefing Safety,Dalam Proses,Pit-C-Blok05,Investigasi selesai
166,2023-06-19,Monday,6,Q2,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-010,Fueling,Near Miss,1,0,0,0,0,0,0,25,296.7,Berawan,Faktor Eksternal,Investigasi Lanjut,Selesai,Pit-A-Blok01,Sudah dilaporkan ke HSE Manager
167,2024-09-03,Tuesday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-001,Grading,Medical Treatment,0,0,1,0,0,0,0,31,404.1,Cerah,Housekeeping Buruk,Briefing Safety,Selesai,Pit-A-Blok05,Perlu tindak lanjut
168,2024-09-29,Sunday,9,Q3,2024,Shift 1 (07:00-19:00),Workshop,SPV-016,Blasting,Medical Treatment,0,0,1,0,0,0,0,31,402.5,Cerah,Komunikasi Buruk,Perbaikan Alat,Selesai,Worksh-Blok01,Perlu tindak lanjut
169,2024-02-10,Saturday,2,Q1,2024,Shift 1 (07:00-19:00),Office Area,SPV-005,Pumping,Near Miss,1,0,0,0,0,0,0,43,437.3,Cerah,Housekeeping Buruk,Investigasi Lanjut,Selesai,Office-Blok03,Perlu tindak lanjut
170,2022-05-03,Tuesday,5,Q2,2022,Shift 1 (07:00-19:00),Drainase,SPV-017,Loading,Medical Treatment,0,0,1,0,0,0,0,11,113.7,Hujan Ringan,Human Error,Penggantian APD,Selesai,Draina-Blok04,
171,2022-06-24,Friday,6,Q2,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-018,Drilling,Near Miss,1,0,0,0,0,0,0,39,436.8,Hujan Ringan,Kondisi Cuaca Buruk,Pelatihan Ulang,Selesai,Pit-B-Blok01,Investigasi selesai
172,2024-05-29,Wednesday,5,Q2,2024,Shift 2 (19:00-07:00),Workshop,SPV-004,Blasting,First Aid,0,1,0,0,0,0,0,36,367.8,Cerah,Human Error,Perbaikan Desain,Dalam Proses,Worksh-Blok04,Perlu tindak lanjut
173,2023-05-24,Wednesday,5,Q2,2023,Shift 1 (07:00-19:00),Drainase,SPV-018,Administrasi,First Aid,0,1,0,0,0,0,0,36,365.7,Cerah,Desain/Engineering,Revisi Prosedur,Selesai,Draina-Blok03,
174,2023-03-12,Sunday,3,Q1,2023,Shift 2 (19:00-07:00),Workshop,SPV-010,Administrasi,Medical Treatment,0,0,1,0,0,0,0,20,240.7,Berkabut,Prosedur Tidak Diikuti,Penggantian APD,Selesai,Worksh-Blok03,Investigasi selesai
175,2023-03-18,Saturday,3,Q1,2023,Shift 1 (07:00-19:00),Workshop,SPV-003,Administrasi,Near Miss,1,0,0,0,0,0,0,31,382.3,Berawan,Desain/Engineering,Investigasi Lanjut,Overdue,Worksh-Blok05,
176,2022-01-13,Thursday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-001,Pengawasan,Near Miss,1,0,0,0,0,0,0,12,128.4,Cerah,Kelelahan Pekerja,Briefing Safety,Dalam Proses,Pit-B-Blok02,Sudah dilaporkan ke HSE Manager
177,2024-02-24,Saturday,2,Q1,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-012,Drilling,Medical Treatment,0,0,1,0,0,0,0,38,480.6,Cerah,Peralatan Rusak,Penggantian APD,Selesai,Pit-B-Blok01,
178,2023-11-08,Wednesday,11,Q4,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-005,Loading,Property Damage,0,0,0,0,0,0,1,39,506.7,Berawan,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-C-Blok02,Investigasi selesai
179,2022-12-06,Tuesday,12,Q4,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-001,Blasting,First Aid,0,1,0,0,0,0,0,38,397.6,Berawan,Faktor Eksternal,Perbaikan Desain,Selesai,Pit-A-Blok04,
180,2024-09-27,Friday,9,Q3,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Pengawasan,Near Miss,1,0,0,0,0,0,0,24,270.3,Berkabut,Human Error,Penggantian APD,Dalam Proses,Pit-B-Blok03,
181,2024-04-01,Monday,4,Q2,2024,Shift 1 (07:00-19:00),Stockpile,SPV-002,Grading,Property Damage,0,0,0,0,0,0,1,35,419.9,Berkabut,Prosedur Tidak Diikuti,Briefing Safety,Dalam Proses,Stockp-Blok04,
182,2022-08-24,Wednesday,8,Q3,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-001,Grading,Near Miss,1,0,0,0,0,0,0,44,469.1,Berawan,Kelelahan Pekerja,Revisi Prosedur,Selesai,Pit-C-Blok01,
183,2022-11-27,Sunday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-004,Drilling,Near Miss,1,0,0,0,0,0,0,33,405.9,Hujan Lebat,Prosedur Tidak Diikuti,Perbaikan Desain,Dalam Proses,Pit-B-Blok02,
184,2022-03-14,Monday,3,Q1,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-015,Grading,First Aid,0,1,0,0,0,0,0,41,455.6,Hujan Ringan,Peralatan Rusak,Penggantian APD,Selesai,ROM (R-Blok02,
185,2022-11-17,Thursday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-011,Loading,Medical Treatment,0,0,1,0,0,0,0,28,292.7,Cerah,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-A-Blok05,Investigasi selesai
186,2022-01-21,Friday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Maintenance,Medical Treatment,0,0,1,0,0,0,0,43,449.9,Cerah,Housekeeping Buruk,Briefing Safety,Belum Dimulai,Pit-B-Blok04,Menunggu spare part
187,2022-02-10,Thursday,2,Q1,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-005,Grading,Lost Time Injury,0,0,0,1,0,10,0,31,331.3,Cerah,Peralatan Rusak,Pelatihan Ulang,Selesai,Pit-B-Blok05,
188,2023-11-24,Friday,11,Q4,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-018,Drilling,Lost Time Injury,0,0,0,1,0,11,0,39,402.3,Cerah,Faktor Eksternal,Penggantian APD,Overdue,Pit-C-Blok05,Perlu tindak lanjut
189,2024-10-27,Sunday,10,Q4,2024,Shift 2 (19:00-07:00),Workshop,SPV-018,Loading,Near Miss,1,0,0,0,0,0,0,22,277,Cerah,Peralatan Rusak,Investigasi Lanjut,Selesai,Worksh-Blok03,
190,2024-10-05,Saturday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-010,Pengawasan,First Aid,0,1,0,0,0,0,0,40,462.6,Cerah,Kelelahan Pekerja,Revisi Prosedur,Selesai,Pit-A-Blok02,Perlu tindak lanjut
191,2024-01-21,Sunday,1,Q1,2024,Shift 1 (07:00-19:00),Workshop,SPV-001,Loading,Near Miss,1,0,0,0,0,0,0,29,326.8,Cerah,Kelelahan Pekerja,Briefing Safety,Selesai,Worksh-Blok02,
192,2022-07-24,Sunday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-017,Pumping,Near Miss,1,0,0,0,0,0,0,12,138,Cerah,Peralatan Rusak,Pelatihan Ulang,Dalam Proses,Pit-A-Blok04,
193,2022-05-19,Thursday,5,Q2,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-020,Blasting,Medical Treatment,0,0,1,0,0,0,0,17,204.7,Hujan Ringan,Kelelahan Pekerja,Briefing Safety,Selesai,ROM (R-Blok01,
194,2024-11-15,Friday,11,Q4,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-020,Pengawasan,First Aid,0,1,0,0,0,0,0,18,217.4,Hujan Ringan,Komunikasi Buruk,Briefing Safety,Dalam Proses,ROM (R-Blok03,
195,2022-06-27,Monday,6,Q2,2022,Shift 2 (19:00-07:00),Office Area,SPV-014,Loading,First Aid,0,1,0,0,0,0,0,17,170.1,Hujan Ringan,Human Error,Perbaikan Desain,Selesai,Office-Blok01,Sudah dilaporkan ke HSE Manager
196,2023-05-30,Tuesday,5,Q2,2023,Shift 2 (19:00-07:00),Workshop,SPV-013,Blasting,Medical Treatment,0,0,1,0,0,0,0,31,404.6,Hujan Ringan,Faktor Eksternal,Perbaikan Desain,Selesai,Worksh-Blok05,
197,2023-01-25,Wednesday,1,Q1,2023,Shift 2 (19:00-07:00),Office Area,SPV-016,Grading,Property Damage,0,0,0,0,0,0,1,30,382.5,Hujan Lebat,Peralatan Rusak,Pelatihan Ulang,Selesai,Office-Blok02,Perlu tindak lanjut
198,2024-12-14,Saturday,12,Q4,2024,Shift 1 (07:00-19:00),Workshop,SPV-001,Loading,First Aid,0,1,0,0,0,0,0,41,509.9,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,Worksh-Blok03,Perlu tindak lanjut
199,2022-10-21,Friday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-002,Administrasi,First Aid,0,1,0,1,0,0,0,0,388.3,Cerah,Peralatan Rusak,Penggantian APD,Dalam Proses,Pit-C-Blok01,
200,2022-03-05,Saturday,3,Q1,2022,Shift 2 (19:00-07:00),Workshop,SPV-011,Grading,Lost Time Injury,0,0,0,1,0,8,0,32,405.8,Hujan Lebat,Housekeeping Buruk,Briefing Safety,Dalam Proses,Worksh-Blok02,
201,2022-07-27,Wednesday,7,Q3,2022,S2,Office Area,SPV-019,Maintenance,Near Miss,1,0,0,0,0,0,0,33,400.5,Cerah,Kelelahan Pekerja,Penggantian APD,Selesai,Office-Blok02,
202,2023-01-18,Wednesday,1,Q1,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Grading,Medical Treatment,0,0,1,0,0,0,0,29,372.4,,Prosedur Tidak Diikuti,Revisi Prosedur,Selesai,Pit-B-Blok02,Menunggu spare part
